,node_1_attributes,node_2_attributes,node_1,node_2,edge,chunk_id,count,Expert Answer,Short Justification
44,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': ""The node 'Vitamin B3 compound' refers to a group of compounds, including derivatives of nicotinamide and its salts. The text mentions a specific weight range for these compounds within a composition, suggesting they collectively form a significant part of the structural makeup rather than a single active ingredient. The weight specifications indicate its importance in formulation but not as a distinct active agent. The term 'composition' and the specified weight range anchor this reasoning."", 'category': 'chemical_compound'}","{'is_active_ingredient': True, 'active_ingredient_weight': '0.1% - 15%', 'is_structural_component': True, 'structural_component_weight': '0.1% - 15%', 'explanation': ""The context describes the Vitamin B3 compound as a key component of the composition, with specified weight ranges indicating its dual role as both an active ingredient and a structural component. The text states the presence of Vitamin B3 compounds in significant amounts, emphasizing their functional impact and structural importance within the composition. This dual role is supported by the detailed weight range provided, highlighting its central role. Keywords like 'Vitamin B3', 'composition', and weight specifications substantiate this analysis."", 'category': 'chemical_compound'}",vitamin b3 compound,composition,is_part_of_composition_by_weight,73f75458a4d04d23a0c7cc4812c6e531,4,,
45,"{'is_active_ingredient': True, 'active_ingredient_weight': '0.1% - 15%', 'is_structural_component': True, 'structural_component_weight': '0.1% - 15%', 'explanation': ""The Vitamin B3 compound is integral to the composition, with a specified weight range of 0.1% to 15%, highlighting its role as both an active ingredient and a structural component. The context emphasizes its importance by specifying the minimum and maximum weights, indicating its dual purpose in providing functional benefits and contributing to the structural makeup of the formulation. This is supported by the terms 'Vitamin B3 compound', 'composition', and the detailed weight range."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The node '2-mercaptonicotinic acid' is listed among various derivatives of nicotinamide. It is not singled out as an active ingredient or given any specific weight information, which suggests it serves primarily as a structural variant rather than a functional agent within a composition. The context does not provide evidence of its direct involvement as an active ingredient. The term 'derivative' and its grouping with other similar compounds inform this assessment."", 'category': 'chemical_compound'}",vitamin b3 compound,2-mercaptonicotinic acid,coOccursWith,73f75458a4d04d23a0c7cc4812c6e531,4,,
46,"{'is_active_ingredient': True, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Vitamin B3 is identified as an active ingredient because the context emphasizes its role as a compound that the composition comprises. The text specifies various forms of Vitamin B3, such as niacinamide, nicotinic acid, and others, which are essential to the invention's composition. The statement '[Vitamin B3 Compound] The composition according to the present invention comprises (c) at least one Vitamin B3 compound' indicates that Vitamin B3 is a central component of the composition, thereby qualifying it as an active ingredient. However, its weight is not specified, hence marked as null."", 'category': 'active_ingredient'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': ""The formula (III) provided in the text represents the structural framework of Vitamin B3 compounds, with different substituents like -CONH2, -COOH, etc. This formula is essential for understanding the chemical nature and structural variations of Vitamin B3 compounds. The context '[Vitamin B3, also called vitamin PP, here is a compound represented by the following formula (III):]' indicates that this formula is a structural representation, making it a structural component. No weight is specified, thus it is marked as null."", 'category': 'chemical_compound'}",vitamin b3,formula iii,hasFormula,bb73eaf8981a4235840b1cbefaa2025d,4,,
47,"{'is_active_ingredient': True, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Niacinamide is specifically mentioned as a preferable form of Vitamin B3, indicating its importance in the composition. Since Vitamin B3 is an active ingredient, its preferable form, niacinamide, also acts as an active ingredient. The phrase 'Niacinamide is preferable' suggests its significant role in the composition, thus qualifying it as an active ingredient. However, its weight is not specified in the context, so the active ingredient weight is marked as null."", 'category': 'chemical_compound'}","{'is_active_ingredient': True, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""As mentioned previously, Vitamin B3 is identified as an active ingredient within the composition based on the text '[Vitamin B3 Compound] The composition according to the present invention comprises (c) at least one Vitamin B3 compound.' This indicates that Vitamin B3 is a central component of the composition, thereby qualifying it as an active ingredient. However, its weight is not specified, hence marked as null."", 'category': 'active_ingredient'}",niacinamide,vitamin b3,derivativeOf,bb73eaf8981a4235840b1cbefaa2025d,4,,
48,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': ""Nicotinic acid is one of the substituents in the structural formula of Vitamin B3, as indicated by '-COOH (nicotinic acid or niacin).' This suggests that nicotinic acid is a structural variant of the active Vitamin B3 compound, making it a structural component. The context '[Vitamin B3, also called vitamin PP, here is a compound represented by the following formula (III):]' indicates that nicotinic acid is part of the chemical structure, contributing to the overall composition. However, no weight is specified, hence marked as null."", 'category': 'chemical_compound'}","{'is_active_ingredient': True, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""As mentioned previously, Vitamin B3 is identified as an active ingredient within the composition based on the text '[Vitamin B3 Compound] The composition according to the present invention comprises (c) at least one Vitamin B3 compound.' This indicates that Vitamin B3 is a central component of the composition, thereby qualifying it as an active ingredient. However, its weight is not specified, hence marked as null."", 'category': 'active_ingredient'}",nicotinic acid,vitamin b3,derivativeOf,bb73eaf8981a4235840b1cbefaa2025d,4,,
49,"{'is_active_ingredient': True, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Vitamin B3 is identified as an active ingredient because the context emphasizes its role as a compound that the composition comprises. The text specifies various forms of Vitamin B3, such as niacinamide, nicotinic acid, and others, which are essential to the invention's composition. The statement '[Vitamin B3 Compound] The composition according to the present invention comprises (c) at least one Vitamin B3 compound' indicates that Vitamin B3 is a central component of the composition, thereby qualifying it as an active ingredient. However, its weight is not specified, hence marked as null."", 'category': 'active_ingredient'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': ""The formula (III) provided in the text represents the structural framework of Vitamin B3 compounds, with different substituents like -CONH2, -COOH, etc. This formula is essential for understanding the chemical nature and structural variations of Vitamin B3 compounds. The context '[Vitamin B3, also called vitamin PP, here is a compound represented by the following formula (III):]' indicates that this formula is a structural representation, making it a structural component. No weight is specified, thus it is marked as null."", 'category': 'chemical_compound'}",vitamin b3,formula iii,is_part_of_composition_by_weight,bb73eaf8981a4235840b1cbefaa2025d,4,,
50,"{'is_active_ingredient': True, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Niacinamide is specifically mentioned as a preferable form of Vitamin B3, indicating its importance in the composition. Since Vitamin B3 is an active ingredient, its preferable form, niacinamide, also acts as an active ingredient. The phrase 'Niacinamide is preferable' suggests its significant role in the composition, thus qualifying it as an active ingredient. However, its weight is not specified in the context, so the active ingredient weight is marked as null."", 'category': 'chemical_compound'}","{'is_active_ingredient': True, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""As mentioned previously, Vitamin B3 is identified as an active ingredient within the composition based on the text '[Vitamin B3 Compound] The composition according to the present invention comprises (c) at least one Vitamin B3 compound.' This indicates that Vitamin B3 is a central component of the composition, thereby qualifying it as an active ingredient. However, its weight is not specified, hence marked as null."", 'category': 'active_ingredient'}",niacinamide,vitamin b3,is_part_of_composition_by_weight,bb73eaf8981a4235840b1cbefaa2025d,4,,
51,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': '50%-95%', 'explanation': 'In the context, water is described as a major component of the composition, constituting 50% to 95% by weight. This suggests that water is a significant structural component of the composition. However, it is not described as contributing any functional properties or active roles, such as those provided by an active ingredient. Therefore, water is a structural component rather than an active ingredient.', 'category': 'compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The term 'composition' here refers to the total mixture being discussed. It doesn't refer to a specific chemical or compound but rather an overall formulation that includes various components like water and solubilizers. Therefore, it does not serve as an active ingredient or structural component in the context of the text."", 'category': 'concept'}",water,composition,is_part_of,42bdd740e0ad489c9af938c880662708,4,,
52,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Solubilizers are discussed as potential additional components that can be included in the composition to enhance solubility of other compounds like polydatin. They are not described as the main active ingredient or playing a structural role within the formulation. Hence, solubilizers do not qualify as either active ingredients or structural components in this context.', 'category': 'compound'}","{'is_active_ingredient': True, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Polydatin is mentioned as a compound that needs to be solubilized by solubilizers in the water. While the text doesn't specify polydatin's exact role in the composition, the fact that it is to be solubilized suggests its functional or active role, likely as an active ingredient. Therefore, it is considered an active ingredient."", 'category': 'chemical_compound'}",solubilizer,polydatin,solubilizes,42bdd740e0ad489c9af938c880662708,4,,
53,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Hydrotropes are described as a specific type of solubilizers that are characterized by an amphiphilic molecular structure. They are not mentioned as the main component or active ingredient within the composition. Their role is to assist in solubilizing poorly soluble molecules, making them auxiliary components rather than main active or structural components.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Solubilizers are broadly described as compounds that solubilize other substances. They are not specific to any active or structural roles within the composition themselves. Therefore, while they play a supportive role in the composition, they are neither active ingredients nor structural components.', 'category': 'concept'}",hydrotrope,solubilizer,is_type_of,42bdd740e0ad489c9af938c880662708,4,,
54,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The term 'solubilizer' is mentioned in the context of the composition, but it is not presented as the main active ingredient. It is described in terms of its weight percentage in the composition, which suggests its role is more supportive or auxiliary rather than primary. There is no indication that it is a structural component of the composition either. The emphasis on weight percentages (e.g., 'may be 4% by weight or less') indicates its function is supplementary, primarily to aid solubility, not to act as a main active ingredient or a structural component. Hence, both fields are set to false and no weights are provided."", 'category': 'excipient'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The 'composition' is the overall formulation containing multiple ingredients. It serves as a container or medium for the solubilizer and other components, but does not itself qualify as an active ingredient or structural component. The context mentions various percentages of solubilizer relative to the total weight of the composition, indicating the composition's role as a collective entity rather than a singular active or structural element. Thus, the composition is neither an active ingredient nor a structural component, so both fields are false."", 'category': 'concept'}",solubilizer,composition,is_part_of,7b878ced82df451fa9314394d4636751,4,,
55,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The term 'oil' in this context refers to a component that can be part of the composition. It is described as a 'fatty compound or substance which is in the form of a liquid or a paste.' The mention of oils being volatile or non-volatile and being used in cosmetics suggests that they are not the active ingredient but rather serve as carriers or enhancers within the composition. There is no indication that oil is the main active ingredient or a structural component, as the context provides options for different types of oils (e.g., hydrocarbon, silicone, plant, animal). Therefore, both fields are false."", 'category': 'excipient'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The 'composition' is the overall formulation that includes the oil and other ingredients. Similar to its relationship with the solubilizer, the composition acts as a medium for various components, but is not itself an active ingredient or structural component. The text discusses the possibility of including one or more oils within the composition, further indicating its role as a container or medium. Thus, the composition is neither an active ingredient nor a structural component, so both fields are false."", 'category': 'concept'}",oil,composition,is_part_of,7b878ced82df451fa9314394d4636751,4,,
56,"{'is_active_ingredient': True, 'active_ingredient_weight': 0.01, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Sodium 1,3-benzenedisulfonate is listed among common hydrotropic molecules, which indicates its role in solubilizing other substances. The context specifies that the amount of solubilizer in the composition can be 0.01% or more by weight, suggesting that these hydrotropes, including sodium 1,3-benzenedisulfonate, function as active agents in enhancing solubility. Hence, it is considered an active ingredient with an active ingredient weight of 0.01% or more.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The composition_node acts as a central point connecting to all active ingredients or structural components within the system. It doesn't represent a specific chemical entity or functional group, hence it is neither an active ingredient nor a structural component."", 'category': 'concept'}","sodium 1,3-benzenedisulfonate",composition_node,is_part_of_composition_by_weight,5fcbab444bbc4c37b64558677169e0d5,4,,
57,"{'is_active_ingredient': True, 'active_ingredient_weight': 0.01, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Sodium benzoate is listed as a common hydrotropic molecule, suggesting its role as a solubilizer in compositions. The text specifies that solubilizers are present in amounts of 0.01% or more by weight, indicating its function as an active ingredient in enhancing solubility.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The composition_node acts as a central point connecting to all active ingredients or structural components within the system. It doesn't represent a specific chemical entity or functional group, hence it is neither an active ingredient nor a structural component."", 'category': 'concept'}",sodium benzoate,composition_node,is_part_of_composition_by_weight,5fcbab444bbc4c37b64558677169e0d5,4,,
58,"{'is_active_ingredient': True, 'active_ingredient_weight': 0.01, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Sodium 4-pyridinecarboxylate is mentioned as a common hydrotropic molecule, implying its role as a solubilizer in the composition. The reference to solubilizers being used at 0.01% or more by weight highlights its function as an active ingredient in improving solubility.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The composition_node acts as a central point connecting to all active ingredients or structural components within the system. It doesn't represent a specific chemical entity or functional group, hence it is neither an active ingredient nor a structural component."", 'category': 'concept'}",sodium 4-pyridinecarboxylate,composition_node,is_part_of_composition_by_weight,5fcbab444bbc4c37b64558677169e0d5,4,,
59,"{'is_active_ingredient': True, 'active_ingredient_weight': 0.01, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Sodium salicylate is identified as a common hydrotropic molecule, indicating its role in solubilizing other agents in the composition. The mention of solubilizers at 0.01% or more by weight underscores its role as an active ingredient, enhancing solubility.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The composition_node acts as a central point connecting to all active ingredients or structural components within the system. It doesn't represent a specific chemical entity or functional group, hence it is neither an active ingredient nor a structural component."", 'category': 'concept'}",sodium salicylate,composition_node,is_part_of_composition_by_weight,5fcbab444bbc4c37b64558677169e0d5,4,,
60,"{'is_active_ingredient': True, 'active_ingredient_weight': 0.01, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Sodium benzene sulfonate is included in the list of common hydrotropic molecules, suggesting its function as a solubilizer. The context specifies that solubilizers are used at 0.01% or more by weight, highlighting its role as an active ingredient in the composition.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The composition_node acts as a central point connecting to all active ingredients or structural components within the system. It doesn't represent a specific chemical entity or functional group, hence it is neither an active ingredient nor a structural component."", 'category': 'concept'}",sodium benzene sulfonate,composition_node,is_part_of_composition_by_weight,5fcbab444bbc4c37b64558677169e0d5,4,,
61,"{'is_active_ingredient': True, 'active_ingredient_weight': 0.01, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Caffeine is mentioned as one of the common hydrotropic molecules and is also listed as a preferable hydrotrope, indicating its significant role as a solubilizer in the composition. The reference to solubilizers used at 0.01% or more by weight suggests caffeine's function as an active ingredient."", 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""The composition_node acts as a central point connecting to all active ingredients or structural components within the system. It doesn't represent a specific chemical entity or functional group, hence it is neither an active ingredient nor a structural component."", 'category': 'concept'}",caffeine,composition_node,is_part_of_composition_by_weight,5fcbab444bbc4c37b64558677169e0d5,4,,
62,"{'is_active_ingredient': True, 'active_ingredient_weight': '0.01 to 0.5', 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Polydatin is mentioned in the context with a specified weight ratio relative to Vitamin B3, indicating its role as a key component in the composition. The context specifies weight ratios, suggesting its functional significance, thus marking it as an active ingredient. The weight ratio of polydatin to Vitamin B3 is specified as 0.01 to 0.5, which supports its classification as an active ingredient due to its quantitative contribution to the formula.', 'category': 'chemical_compound'}","{'is_active_ingredient': True, 'active_ingredient_weight': '0.01 to 0.5', 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Vitamin B3 is mentioned with specific weight ratios relative to polydatin and caffeoyl quinic acid, highlighting its role as an active component in the composition. The context provides detailed weight ratios, underscoring its significance in the formula. The specified range of 0.01 to 0.5 in its weight ratio with polydatin further confirms its status as an active ingredient. This consistent emphasis on weight ratios indicates Vitamin B3's functional importance in the composition."", 'category': 'chemical_compound'}",polydatin,vitamin b3,coOccursWith,c754caf5836141fc89179ecaef9fca2f,4,,
63,"{'is_active_ingredient': True, 'active_ingredient_weight': '1 to 8', 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Vitamin B3 is highlighted as a key component with specific weight ratios relative to caffeoyl quinic acid. The context specifies that Vitamin B3's weight ratio ranges from 1 to 8, with a preference for ranges like 1.5 to 4, underscoring its importance in the composition. These weight specifications indicate Vitamin B3's role as an active ingredient, as it contributes significantly to the composition's formula. The consistent focus on its weight further supports its classification as an active ingredient."", 'category': 'chemical_compound'}","{'is_active_ingredient': True, 'active_ingredient_weight': '1 to 8', 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Caffeoyl quinic acid is discussed with specific weight ratios in relation to Vitamin B3, indicating its role as a significant component of the composition. The context outlines weight ratios ranging from 1 to 8, with preferences for narrower ranges, implying its relevance in the formula. These weight specifications suggest that caffeoyl quinic acid functions as an active ingredient in the composition. The detailed emphasis on its weight further validates its classification as an active ingredient.', 'category': 'chemical_compound'}",vitamin b3,caffeoyl quinic acid,coOccursWith,c754caf5836141fc89179ecaef9fca2f,4,,
64,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': '50 to 95', 'explanation': ""Water is described as a major component of the composition, with quantities specified to be 50% to 95% by weight of the total composition. This indicates that water serves as a solvent or carrier within the formula, thus acting as a structural component rather than an active ingredient. The context's emphasis on its significant proportion by weight confirms its role as a primary structural component, essential for the stability and delivery of the active ingredients."", 'category': 'excipient'}","{'is_active_ingredient': True, 'active_ingredient_weight': '0.01 to 0.5', 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Polydatin is identified with a specific weight ratio (0.01 to 0.5) relative to Vitamin B3, indicating its role as an active component in the composition. The context emphasizes these weight ratios, highlighting polydatin's importance in the formula. The specified weight ratio reinforces its classification as an active ingredient, as it contributes to the formula's efficacy, distinct from the structural role played by water."", 'category': 'chemical_compound'}",water,polydatin,is_part_of_composition_by_weight,c754caf5836141fc89179ecaef9fca2f,4,,
65,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': '50 to 95', 'explanation': ""Water is described as a major component, making up 50% to 95% by weight of the total composition. This large proportion suggests its role as a solvent or carrier, functioning as a structural component rather than as an active ingredient. The context's indication of water's significant weight highlights its utility in maintaining the stability and delivery of other active components within the composition, affirming its classification as the main structural component."", 'category': 'excipient'}","{'is_active_ingredient': True, 'active_ingredient_weight': '1 to 8', 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Vitamin B3 is discussed with specified weight ratios (1 to 8) relative to caffeoyl quinic acid, highlighting its role as an active component in the composition. This context emphasizes Vitamin B3's importance, suggesting its function as an active ingredient. The weight specifications indicate Vitamin B3's contribution to the formula's effectiveness, distinct from the structural role played by water, which is predominantly a carrier."", 'category': 'chemical_compound'}",water,vitamin b3,is_part_of_composition_by_weight,c754caf5836141fc89179ecaef9fca2f,4,,
66,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': '50 to 95', 'explanation': ""Water is characterized by its substantial weight percentage (50% to 95% by weight of the total composition), suggesting its role as a solvent or carrier. This implies that water acts as a structural component rather than an active ingredient. The context's focus on water's major proportion underscores its function in supporting the composition's stability and efficacy, distinguishing it from active ingredients like caffeoyl quinic acid."", 'category': 'excipient'}","{'is_active_ingredient': True, 'active_ingredient_weight': '1 to 8', 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Caffeoyl quinic acid is described with specific weight ratios (1 to 8) in relation to Vitamin B3, indicating its role as an active component. The context underscores its significance in the formula, suggesting its function as an active ingredient. The detailed weight ratios highlight caffeoyl quinic acid's contribution to the composition's effectiveness, separate from the structural role of water, which is primarily a carrier."", 'category': 'chemical_compound'}",water,caffeoyl quinic acid,is_part_of_composition_by_weight,c754caf5836141fc89179ecaef9fca2f,4,,
67,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Linseed oil, as mentioned in the context, is part of a list of plant oils that could be used in formulations. The text does not explicitly identify linseed oil as an active ingredient or a structural component. It is simply listed among various other oils, which suggests that it can be part of a composition, but no evidence is provided to suggest it has a specific active or structural role in the formulation. Therefore, both is_active_ingredient and is_structural_component are set to false.', 'category': 'excipient'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Camellia oil is included in the same list of plant oils as linseed oil. The context does not specify any particular active or structural function for camellia oil, nor does it provide weight information or functional significance. It appears as an option among many oils, indicating potential use as a component but not specifying an active or structural role. Therefore, both attributes are set to false.', 'category': 'excipient'}",linseed oil,camellia oil,coOccursWith,264c1e14a93b49288e7087de02e3d6dc,4,,
68,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Squalene is mentioned as an example of animal oils. There is no specific indication in the text that squalene serves as an active ingredient or structural component. It is grouped with other oils, which suggests it could be used in formulations, but its specific role is not elaborated upon. Therefore, both is_active_ingredient and is_structural_component are set to false.', 'category': 'excipient'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Squalane is listed alongside squalene as an animal oil. The context does not provide information about its active or structural roles, nor is any weight or functional detail given. Like squalene, it is mentioned as a possible component, but without specific evidence of its active or structural function, both attributes remain false.', 'category': 'excipient'}",squalene,squalane,coOccursWith,264c1e14a93b49288e7087de02e3d6dc,4,,
69,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': ""Isododecane is mentioned as an alkane oil under synthetic oils. The context does not provide specific information about isododecane's role as an active ingredient or structural component. It is listed among other synthetic oils, suggesting potential use but without elaboration on active or structural significance. Therefore, both attributes remain false."", 'category': 'excipient'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Isohexadecane is also mentioned as an alkane oil under synthetic oils, similar to isododecane. The text does not specify any active or structural role, nor does it provide weight or functional detail. It is part of a list of potential components, without indication of a specific active or structural role. Therefore, both attributes are set to false.', 'category': 'excipient'}",isododecane,isohexadecane,coOccursWith,264c1e14a93b49288e7087de02e3d6dc,4,,
70,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Ester oils are described in detail, indicating they are liquid esters derived from specific acids and alcohols. However, the context does not specify any active or structural role for ester oils. It mentions their chemical composition but does not assign them a specific function in the formulation. Thus, both is_active_ingredient and is_structural_component are set to false.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': False, 'structural_component_weight': None, 'explanation': 'Artificial triglycerides are mentioned as a type of synthetic oil. The context does not provide information about their role as an active ingredient or structural component, nor does it specify any weight or functional detail. They are listed as potential components without indication of a specific active or structural role. Therefore, both attributes remain false.', 'category': 'chemical_compound'}",ester oils,artificial triglycerides,coOccursWith,264c1e14a93b49288e7087de02e3d6dc,4,,
71,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': 'Esters such as diethyl sebacate, isopropyl lauroyl sarcosinate, and others are mentioned as potential ingredients in the context of the formulation. These compounds are ester oils and are used for their structural properties in formulations. The mention in the text suggests they are part of the composition, playing a role in providing texture or viscosity, rather than being active ingredients. Therefore, they qualify as structural components.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': 'Esters such as diisopropyl sebacate, bis(2-ethylhexyl) sebacate, and others are mentioned among the ester oils used in formulations. The context in which these esters appear suggests they serve a structural role, such as providing desired physical properties like texture, without being the primary active ingredient. Hence, they qualify as structural components.', 'category': 'chemical_compound'}",esters of dicarboxylic acids and alcohols,diethyl sebacate,includes,19227a70ded54467bf91088fc8c730d0,4,,
72,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': 'Esters like bis(2-ethylhexyl) maleate, triisopropyl citrate, and others are listed as potential ingredients. These esters are typically used for specific functional roles in formulations. Their inclusion in the list suggests a focus on their structural and textural properties rather than as active ingredients, which aligns with the common use of such esters in formulations.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': ""Sugar esters and diesters, such as those derived from C12-C22 fatty acids, are mentioned as ester oils. These compounds serve as structural components, providing texture and stability to formulations. The context suggests their role is more about the formulation's physical properties, indicating they are not the active ingredient but rather a structural part of the composition."", 'category': 'chemical_compound'}",triisopropyl citrate,sugar esters and diesters,coOccursWith,19227a70ded54467bf91088fc8c730d0,4,,
73,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': 'Sugars such as sucrose, glucose, and their derivatives, including alkyl derivatives like methylglucose, are mentioned as suitable sugars. These sugars are typically used in formulations for their structural properties. The inclusion of these sugars, especially in the context of ester oils, indicates their role as structural components rather than active ingredients.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': 'The text mentions sugars such as sucrose, glucose, and others as components in the formulation. These sugars, particularly in their esterified forms, are used to provide structural stability and textural properties. The context suggests their role is not as active ingredients but as essential structural components.', 'category': 'chemical_compound'}",sucrose,methylglucose,derivativeOf,19227a70ded54467bf91088fc8c730d0,4,,
74,"{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': 'The mention of glyceryl trilactate and glyceryl trioctanoate as ester oils in the formulation suggests their role is primarily structural. These compounds are typically used to enhance the texture and stability of formulations, indicating they are structural components rather than active ingredients.', 'category': 'chemical_compound'}","{'is_active_ingredient': False, 'active_ingredient_weight': None, 'is_structural_component': True, 'structural_component_weight': None, 'explanation': ""Neopentyl glycol diheptanoate is mentioned alongside other ester oils, suggesting a structural role. This compound is used for its properties that influence the formulation's texture and stability, rather than as an active ingredient. The context implies its function is as a structural component."", 'category': 'chemical_compound'}",glyceryl trilactate,neopentyl glycol diheptanoate,coOccursWith,19227a70ded54467bf91088fc8c730d0,4,,
